target_rank,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9
20,0:00:02.826979,0:00:02.774265,0:00:02.792447,0:00:02.827869,0:00:02.817247,0:00:02.785681,0:00:02.815153,0:00:02.745891,0:00:02.761251,0:00:02.729156
