target_rank,p_val,q_val,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,error_0,error_1,error_2,error_3,error_4,error_5,error_6,error_7,error_8,error_9
20,10,0,0:00:01.166294,0:00:01.156077,0:00:01.118461,0:00:01.396201,0:00:01.107496,0:00:01.124583,0:00:01.103001,0:00:01.110001,0:00:01.115602,0:00:01.106539,0.09753203684236778,0.10310018823892951,0.1028328935671775,0.11837376976602364,0.0953309157500871,0.09483710873469779,0.1106465608272907,0.10423910287137926,0.10687672788509224,0.09644555983151447
