target_rank,p_val,q_val,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,error_0,error_1,error_2,error_3,error_4,error_5,error_6,error_7,error_8,error_9
40,5,0,0:00:01.452128,0:00:01.439193,0:00:01.447169,0:00:01.462727,0:00:01.447753,0:00:01.459193,0:00:01.459556,0:00:01.450352,0:00:01.453367,0:00:01.449611,2.8382204356086964e-05,1.5967330466875156e-05,2.1965981536761296e-05,1.2858217045753855e-05,1.4472711023047964e-05,1.3915680589225295e-05,1.2490812248214184e-05,1.1733485792528406e-05,1.5285140411215207e-05,1.6456630222585998e-05
40,5,1,0:00:01.739358,0:00:01.749178,0:00:01.753001,0:00:01.742688,0:00:01.751739,0:00:01.748928,0:00:01.742321,0:00:01.763860,0:00:01.753581,0:00:01.751999,2.678444827720103e-06,2.4380786936395612e-06,2.508503754154061e-06,2.7878978555954692e-06,2.2844868959033872e-06,1.8843090531407684e-06,2.375288314569702e-06,2.389516900564385e-06,2.767065152453049e-06,2.4283684780855657e-06
40,5,2,0:00:02.039145,0:00:02.025434,0:00:02.030613,0:00:02.030567,0:00:02.030000,0:00:02.027227,0:00:02.041000,0:00:02.037148,0:00:02.031152,0:00:02.040337,1.6822958286491575e-06,1.7361702708952606e-06,1.8254847526924544e-06,1.8019217366666866e-06,1.6656581490389505e-06,1.5782444913678636e-06,1.6325748503097367e-06,1.6274920183510265e-06,1.5419158062697984e-06,1.514620781125754e-06
40,5,3,0:00:02.328621,0:00:02.310801,0:00:02.337266,0:00:02.322366,0:00:02.310963,0:00:02.326922,0:00:02.336751,0:00:02.321349,0:00:02.319366,0:00:02.322125,1.5995163205448567e-06,1.7947514591046208e-06,1.6728371639884048e-06,1.6104930572012643e-06,1.61465632673411e-06,1.5886091008445409e-06,1.6160819280755932e-06,1.4634055659936914e-06,1.553312712583511e-06,1.5676483387290781e-06
40,8,0,0:00:01.503286,0:00:01.525473,0:00:01.510134,0:00:01.533024,0:00:01.490337,0:00:01.506321,0:00:01.506294,0:00:01.506969,0:00:01.516003,0:00:01.516023,1.1532448030631552e-05,1.7747511951529494e-05,1.4272426383706281e-05,1.4028855005174144e-05,1.6473578094821995e-05,1.3450152225246799e-05,1.1809252397829243e-05,1.0697050669448095e-05,8.846000628051162e-06,1.2091626945957574e-05
40,8,1,0:00:01.870000,0:00:01.884775,0:00:01.871916,0:00:01.869581,0:00:01.853550,0:00:01.875180,0:00:01.870543,0:00:01.863237,0:00:01.868604,0:00:01.855251,2.4473824181118787e-06,2.095208953668355e-06,2.2355697792845895e-06,1.9652512980522126e-06,2.3633836158153146e-06,2.2826344422514584e-06,2.501412918440624e-06,2.2625573664131076e-06,2.067054751415751e-06,2.3600098996615644e-06
40,8,2,0:00:02.212837,0:00:02.212397,0:00:02.232851,0:00:02.201000,0:00:02.207915,0:00:02.215030,0:00:02.181720,0:00:02.231431,0:00:02.225190,0:00:02.190931,1.7012612845807773e-06,1.5787095666134217e-06,1.5481058962321415e-06,1.6414392233126822e-06,1.64121618710176e-06,1.7041580647056708e-06,1.6687184914210241e-06,1.6781477092062411e-06,1.562376061580294e-06,1.4812531993608634e-06
40,8,3,0:00:02.583478,0:00:02.575840,0:00:02.571424,0:00:02.563792,0:00:02.554725,0:00:02.563872,0:00:02.537218,0:00:02.572689,0:00:02.540866,0:00:02.538823,1.5725027699722839e-06,1.4778590237803365e-06,1.433486973658464e-06,1.5458641820219684e-06,1.5540005020381872e-06,1.5260743030673278e-06,1.5524376472229935e-06,1.505410870843132e-06,1.487411264786475e-06,1.5504999800478046e-06
40,10,0,0:00:01.506132,0:00:01.501981,0:00:01.520533,0:00:01.507001,0:00:01.504002,0:00:01.488000,0:00:01.509002,0:00:01.502392,0:00:01.501480,0:00:01.500641,1.2744421885039636e-05,1.086238710913532e-05,1.0108429382927169e-05,1.1590521190781384e-05,1.2289247692566551e-05,9.937497767933988e-06,9.555297038164608e-06,9.946463412956535e-06,1.3273209665272286e-05,9.278762523363736e-06
40,10,1,0:00:01.865166,0:00:01.840243,0:00:01.850134,0:00:01.856000,0:00:01.848000,0:00:01.854152,0:00:01.846595,0:00:01.849202,0:00:01.859431,0:00:01.862134,1.999469397666045e-06,1.8276704872748735e-06,2.1289373271317035e-06,2.052809073591991e-06,1.9165063938700684e-06,2.042698386816411e-06,1.9248837718351856e-06,1.9896844106653306e-06,1.985345894371567e-06,2.1915343408479987e-06
40,10,2,0:00:02.194214,0:00:02.201265,0:00:02.193331,0:00:02.190173,0:00:02.184571,0:00:02.194256,0:00:02.199792,0:00:02.179203,0:00:02.198452,0:00:02.184128,1.5160485594318164e-06,1.5061315269728627e-06,1.5377926239460345e-06,1.676668254523864e-06,1.6254976465765496e-06,1.5299569448233383e-06,1.6707164667154715e-06,1.7040326649524452e-06,1.642952474198892e-06,1.6074078860628419e-06
40,10,3,0:00:02.549001,0:00:02.543000,0:00:02.518098,0:00:02.541847,0:00:02.552565,0:00:02.530408,0:00:02.533906,0:00:02.564169,0:00:02.534993,0:00:02.542538,1.466061014159496e-06,1.5700100387973398e-06,1.5233869230401688e-06,1.459632732078354e-06,1.4922564235242474e-06,1.4803479512937233e-06,1.517353829798331e-06,1.5050015411400306e-06,1.5274473206265824e-06,1.4883647655894771e-06
